B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39,B40,B41,B42,B43,B44,B45,B46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P60604,F,F,F,T,Ubiquitin ligase,UBE2G2,Ubiquitin-conjugating enzyme E2 G2,"E2 ubiquitin-conjugating enzyme G2; UB2G2; UBC7; UBE2G2; Ubiquitin carrier protein G2; ubiquitin conjugating enzyme 7; ubiquitin conjugating enzyme E2 G2; ubiquitin conjugating enzyme G2; Ubiquitin-conjugating enzyme E2 G2; ubiquitin-conjugating enzyme E2G 2 (homologous to yeast UBC7); ubiquitin-conjugating enzyme E2G 2 (UBC7 homolog,yeast); Ubiquitin-protein ligase G2",,"18,566",Accepts ubiquitin from the E1 complex and catalyzes its covalent attachment to other proteins. In vitro catalyzes 'Lys-48'-linked polyubiquitination. Involved in endoplasmic reticulum-associated degradation (ERAD). Belongs to the ubiquitin-conjugating enzyme family.,http://www.phosphonet.ca/default.aspx?search=P60604,,,,https://www.uniprot.org/uniprotkb/P60604/entry,7587539,https://www.phosphosite.org/proteinAction.action?id=7587539&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q05086,F,F,F,T,Ubiquitin ligase,UBE3A,Ubiquitin-protein ligase E3A,ANCR; AS; CTCL tumor antigen se37-2; E6-AP; E6AP; E6AP ubiquitin-protein ligase; EPVE6AP; FLJ26981; HECT-type ubiquitin transferase E3A; HPVE6A; human papilloma virus E6-associated protein; Human papillomavirus E6-associated protein; Oncogenic protein-associated protein E6-AP; Renal carcinoma antigen NY-REN-54; UBE3A; ubiquitin protein ligase E3A; Ubiquitin-protein ligase E3A,,"100,688","E3 ubiquitin-protein ligase which accepts ubiquitin from an E2 ubiquitin-conjugating enzyme in the form of a thioester and transfers it to its substrates. Several substrates have been identified including the ARNTL/BMAL1,ARC,RAD23A and RAD23B,MCM7 (which is involved in DNA replication),annexin A1,the PML tumor suppressor,and the cell cycle regulator CDKN1B. Additionally,may function as a cellular quality control ubiquitin ligase by helping the degradation of the cytoplasmic misfolded proteins. Finally,UBE3A also promotes its own degradation in vivo. Plays an important role in the regulation of the circadian clock: involved in the ubiquitination of the core clock component ARNTL/BMAL1,leading to its proteasomal degradation. Acts as transcriptional coactivator of progesterone receptor PGR upon progesterone hormone activation. Acts as a regulator of synaptic development by mediating ubiquitination and degradation of ARC. Synergizes with WBP2 in enhancing PGR activity. (Microbial infection) Catalyzes the high-risk human papilloma virus E6-mediated ubiquitination of p53/TP53,contributing to the neoplastic progression of cells infected by these viruses.",http://www.phosphonet.ca/default.aspx?search=Q05086,,http://www.onconet.ca/Report/index?query=Cancer+Protein+Description&searchTerm=Q05086,,https://www.uniprot.org/uniprotkb/Q05086/entry,7352,https://www.phosphosite.org/proteinAction.action?id=7352&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8TBB1,F,F,F,T,Ubiquitin ligase,LNX1,E3 ubiquitin-protein ligase LNX,"E3 ubiquitin-protein ligase LNX; Ligand of Numb-protein X 1; ligand of numb-protein X 1,E3 ubiquitin protein ligase; LNX; LNX1; MPDZ; multi-PDZ-domain-containing protein,E3 ubiquitin-protein ligase LNX; Numb-binding protein 1; PDZ domain-containing ring finger protein 2; PDZRN2; RING-type E3 ubiquitin transferase LNX",,"80,629","E3 ubiquitin-protein ligase that mediates ubiquitination and subsequent proteasomal degradation of NUMB. E3 ubiquitin ligases accept ubiquitin from an E2 ubiquitin-conjugating enzyme in the form of a thioester and then directly transfers the ubiquitin to targeted substrates. Mediates ubiquitination of isoform p66 and isoform p72 of NUMB,but not that of isoform p71 or isoform p65. Isoform 2 provides an endocytic scaffold for IGSF5/JAM4.",http://www.phosphonet.ca/default.aspx?search=Q8TBB1,,,,https://www.uniprot.org/uniprotkb/Q8TBB1/entry,18836,https://www.phosphosite.org/proteinAction.action?id=18836&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NC42,F,F,F,T,Ubiquitin ligase,RNF149,3 ubiquitin-protein ligase RNF149,DNA polymerase-transactivated protein 2; DNAPTP2; E3 ubiquitin-protein ligase RNF149; FLJ90504; RING finger protein 149; RING-type E3 ubiquitin transferase RNF149; RN149; RNF149,,"43,165","E3 ubiquitin-protein ligase. Ubiquitinates BRAF,inducing its proteasomal degradation.",http://www.phosphonet.ca/default.aspx?search=Q8NC42,,,,https://www.uniprot.org/uniprotkb/Q8NC42/entry,3897029,https://www.phosphosite.org/proteinAction.action?id=3897029&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8TC41,F,F,F,T,Ubiquitin ligase,RNF217,E3 ubiquitin-protein ligase RNF217,C6orf172; dJ84N20.1; E3 ubiquitin-protein ligase RNF217; IBR domain containing 1; IBR domain-containing protein 1; IBRDC1; MGC26996; opposite STL; OSTL; Probable E3 ubiquitin-protein ligase RNF217; RING finger protein 217; RN217; RNF217,,"59,372",E3 ubiquitin-protein ligase which accepts ubiquitin from E2 ubiquitin-conjugating enzymes in the form of a thioester and then directly transfers the ubiquitin to targeted substrates. Belongs to the RBR family. RNF217 subfamily.,http://www.phosphonet.ca/default.aspx?search=Q8TC41,,,,https://www.uniprot.org/uniprotkb/Q8TC41/entry,7582322,https://www.phosphosite.org/proteinAction.action?id=7582322&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8N5Z5,F,F,F,T,Ubiquitin ligase complexes (substrate adapter),KCTD17,BTB/POZ domain-containing protein KCTD17,BTB/POZ domain-containing protein KCTD17; FLJ12242; FLJ98761; KCD17; KCTD17; potassium channel tetramerisation domain containing 17; potassium channel tetramerization domain containing 17,,"34,888","Is a positive regulator of ciliogenesis,playing a crucial role in the initial steps of axoneme extension. It acts as a substrate-adapter for CUL3-RING ubiquitin ligase complexes which mediate the ubiquitination and subsequent proteasomal degradation of TCHP,a protein involved in ciliogenesis down-regulation. May be involved in endoplasmic reticulum calcium ion homeostasis.",http://www.phosphonet.ca/default.aspx?search=Q8N5Z5,,,,https://www.uniprot.org/uniprotkb/Q8N5Z5/entry,20972,https://www.phosphosite.org/proteinAction.action?id=20972&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NS91,F,F,F,T,Ubiquitin ligase; DNA repair protein,RAD18,E3 ubiquitin-protein ligase RAD18,"E3 ubiquitin-protein ligase RAD18; hHR18; hRAD18; postreplication repair protein hRAD18p; Postreplication repair protein RAD18; RAD18; RAD18 E3 ubiquitin protein ligase; RAD18 homolog; RAD18 homolog (S. cerevisiae); RAD18,S. cerevisiae,homolog; RING finger protein 73; RING-type E3 ubiquitin transferase RAD18; RNF73",,"56,223",E3 ubiquitin-protein ligase involved in postreplication repair of UV-damaged DNA. Postreplication repair functions in gap-filling of a daughter strand on replication of damaged DNA. Associates to the E2 ubiquitin conjugating enzyme UBE2B to form the UBE2B-RAD18 ubiquitin ligase complex involved in mono-ubiquitination of DNA-associated PCNA on 'Lys-164'. Has ssDNA binding activity. Belongs to the RAD18 family.,http://www.phosphonet.ca/default.aspx?search=Q9NS91,,,,https://www.uniprot.org/uniprotkb/Q9NS91/entry,2954,https://www.phosphosite.org/proteinAction.action?id=2954&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NXI6,F,F,F,T,Ubiquitin ligase; Multi-pass membrane protein,RNF186,E3 ubiquitin-protein ligase RNF186,E3 ubiquitin-protein ligase RNF186; FLJ20225; RING finger protein 186; RN186; RNF186; RP11-91K11.1,,"24,145","E3 ubiquitin protein ligase that is part of an apoptotic signaling pathway activated by endoplasmic reticulum stress. In that process,stimulates the expression of proteins specific of the unfolded protein response (UPR),ubiquitinates BNIP1 and regulates its localization to the mitochondrion and induces calcium release from the endoplasmic reticulum that ultimately leads to cell apoptosis.",http://www.phosphonet.ca/default.aspx?search=Q9NXI6,,,,https://www.uniprot.org/uniprotkb/Q9NXI6/entry,5145599,https://www.phosphosite.org/proteinAction.action?id=5145599&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P38398,F,F,F,T,Ubiquitin ligase; Transcription protein,BRCA1,Breast cancer type 1 susceptibility protein,"BRCA1; BRCA1 DNA repair associated; BRCA1/BRCA2-containing complex,subunit 1; BRCAI; BRCC1; breast and ovarian cancer susceptibility protein 1; breast and ovarian cancer sususceptibility protein; breast cancer 1,early onset; Breast cancer type 1 susceptibility protein; BROVCA1; early onset breast cancer 1; Fanconi anemia,complementation group S; FANCS; IRIS; PNCA4; PPP1R53; protein phosphatase 1,regulatory subunit 53; PSCP; RING finger protein 53; RING-type E3 ubiquitin transferase BRCA1; RNF53",,"207,721","E3 ubiquitin-protein ligase that specifically mediates the formation of 'Lys-6'-linked polyubiquitin chains and plays a central role in DNA repair by facilitating cellular responses to DNA damage. It is unclear whether it also mediates the formation of other types of polyubiquitin chains. The E3 ubiquitin-protein ligase activity is required for its tumor suppressor function. The BRCA1-BARD1 heterodimer coordinates a diverse range of cellular pathways such as DNA damage repair,ubiquitination and transcriptional regulation to maintain genomic stability. Regulates centrosomal microtubule nucleation. Required for normal cell cycle progression from G2 to mitosis. Required for appropriate cell cycle arrests after ionizing irradiation in both the S-phase and the G2 phase of the cell cycle. Involved in transcriptional regulation of P21 in response to DNA damage. Required for FANCD2 targeting to sites of DNA damage. May function as a transcriptional regulator. Inhibits lipid synthesis by binding to inactive phosphorylated ACACA and preventing its dephosphorylation. Contributes to homologous recombination repair (HRR) via its direct interaction with PALB2,fine-tunes recombinational repair partly through its modulatory role in the PALB2-dependent loading of BRCA2-RAD51 repair machinery at DNA breaks. Component of the BRCA1-RBBP8 complex which regulates CHEK1 activation and controls cell cycle G2/M checkpoints on DNA damage via BRCA1-mediated ubiquitination of RBBP8. Acts as a transcriptional activator.",http://www.phosphonet.ca/default.aspx?search=P38398,,http://www.onconet.ca/Report/index?query=Cancer+Protein+Description&searchTerm=P38398,,https://www.uniprot.org/uniprotkb/P38398/entry,929,https://www.phosphosite.org/proteinAction.action?id=929&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,PN690,https://kinexus-ca.myshopify.com/products/ab-PN690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0CG47,F,F,F,T,Ubiquitin-like modifier,UBB,Polyubiquitin-B,Epididymis secretory protein Li 50; FLJ25987; HEL-S-50; MGC8385; polyubiquitin B; Polyubiquitin-B; UBB; ubiquitin; Ubiquitin B,,"25,762","Ubiquitin: Exists either covalently attached to another protein,or free (unanchored). When covalently bound,it is conjugated to target proteins via an isopeptide bond either as a monomer (monoubiquitin),a polymer linked via different Lys residues of the ubiquitin (polyubiquitin chains) or a linear polymer linked via the initiator Met of the ubiquitin (linear polyubiquitin chains). Polyubiquitin chains,when attached to a target protein,have different functions depending on the Lys residue of the ubiquitin that is linked: Lys-6-linked may be involved in DNA repair; Lys-11-linked is involved in ERAD (endoplasmic reticulum-associated degradation) and in cell-cycle regulation; Lys-29-linked is involved in lysosomal degradation; Lys-33-linked is involved in kinase modification; Lys-48-linked is involved in protein degradation via the proteasome; Lys-63-linked is involved in endocytosis,DNA-damage responses as well as in signaling processes leading to activation of the transcription factor NF-kappa-B. Linear polymer chains formed via attachment by the initiator Met lead to cell signaling. Ubiquitin is usually conjugated to Lys residues of target proteins,however,in rare cases,conjugation to Cys or Ser residues has been observed. When polyubiquitin is free (unanchored-polyubiquitin),it also has distinct roles,such as in activation of protein kinases,and in signaling. Belongs to the ubiquitin family.",http://www.phosphonet.ca/default.aspx?search=P0CG47,,,,https://www.uniprot.org/uniprotkb/P0CG47/entry,12005102,https://www.phosphosite.org/proteinAction.action?id=12005102&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0CG48,F,F,F,T,Ubiquitin-like modifier,UBC,Polyubiquitin-C,HMG20; Polyubiquitin-C; UBC; Ubiquitin; ubiquitin C,,"77,039","Ubiquitin: Exists either covalently attached to another protein,or free (unanchored). When covalently bound,it is conjugated to target proteins via an isopeptide bond either as a monomer (monoubiquitin),a polymer linked via different Lys residues of the ubiquitin (polyubiquitin chains) or a linear polymer linked via the initiator Met of the ubiquitin (linear polyubiquitin chains). Polyubiquitin chains,when attached to a target protein,have different functions depending on the Lys residue of the ubiquitin that is linked: Lys-6-linked may be involved in DNA repair; Lys-11-linked is involved in ERAD (endoplasmic reticulum-associated degradation) and in cell-cycle regulation; Lys-29-linked is involved in lysosomal degradation; Lys-33-linked is involved in kinase modification; Lys-48-linked is involved in protein degradation via the proteasome; Lys-63-linked is involved in endocytosis,DNA-damage responses as well as in signaling processes leading to activation of the transcription factor NF-kappa-B. Linear polymer chains formed via attachment by the initiator Met lead to cell signaling. Ubiquitin is usually conjugated to Lys residues of target proteins,however,in rare cases,conjugation to Cys or Ser residues has been observed. When polyubiquitin is free (unanchored-polyubiquitin),it also has distinct roles,such as in activation of protein kinases,and in signaling. Belongs to the ubiquitin family.",http://www.phosphonet.ca/default.aspx?search=P0CG48,,,,https://www.uniprot.org/uniprotkb/P0CG48/entry,12005103,https://www.phosphosite.org/proteinAction.action?id=12005103&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96CS3,F,F,F,T,Ubquitin conjugating system,ETEA (FAF2),FAS-associated factor 2,ETEA; expressed in T-cells and eosinophils in atopic dermatitis; FAF2; Fas associated factor family member 2; FAS-associated factor 2; KIAA0887; Protein ETEA; UBX domain containing 8; UBX domain protein 3B; UBX domain-containing protein 3B; UBX domain-containing protein 8; UBXD8; UBXN3B,,"52,623","Plays an important role in endoplasmic reticulum-associated degradation (ERAD) that mediates ubiquitin-dependent degradation of misfolded endoplasmic reticulum proteins. By controlling the steady-state expression of the IGF1R receptor,indirectly regulates the insulin-like growth factor receptor signaling pathway. Involved in inhibition of lipid droplet degradation by binding to phospholipase PNPL2 and inhibiting its activity by promoting dissociation of PNPL2 from its endogenous activator,ABHD5 which inhibits the rate of triacylglycerol hydrolysis.",http://www.phosphonet.ca/default.aspx?search=Q96CS3,,,,https://www.uniprot.org/uniprotkb/Q96CS3/entry,8616,https://www.phosphosite.org/proteinAction.action?id=8616&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6NXE6,F,F,F,T,Unclassified protein,ARMC6,Armadillo repeat-containing protein 6,Armadillo repeat containing 6; Armadillo repeat-containing protein 6; ARMC6; MGC19595; R30923_1,,"54,142",Function is unclear. Belongs to the ARMC6 family.,http://www.phosphonet.ca/default.aspx?search=Q6NXE6,,,,https://www.uniprot.org/uniprotkb/Q6NXE6/entry,22752,https://www.phosphosite.org/proteinAction.action?id=22752&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5U649,F,F,F,T,Unclassified protein,C12orf60,Uncharacterized protein C12orf60,C12orf60; chromosome 12 open reading frame 60; CL060; hypothetical protein LOC144608; LOC500354; MGC47869; Uncharacterized protein C12orf60,,"27,626","Function of C12orf60 is unclear,and it does not feature any recognizable domains. It is found in sperm and widely in 133 other types of cells and tissues.",http://www.phosphonet.ca/default.aspx?search=Q5U649,,,,https://www.uniprot.org/uniprotkb/Q5U649/entry,12778032,https://www.phosphosite.org/proteinAction.action?id=12778032&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6P047,F,F,F,T,Unclassified protein,C8orf74,Uncharacterized protein C8orf74,C8orf74; CH074; chromosome 8 open reading frame 74; hypothetical protein LOC203076; Uncharacterized protein C8orf74,,"33,735",Function is unclear.,http://www.phosphonet.ca/default.aspx?search=Q6P047,,,,https://www.uniprot.org/uniprotkb/Q6P047/entry,2317668,https://www.phosphosite.org/proteinAction.action?id=2317668&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
